race,candidate,precinct_name,precinct_code,votes,county_code
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,LINCOLN 440,100440,311,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,LINCOLN 440,100440,311,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,LINCOLN 440,100440,203,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,LINCOLN 440,100440,242,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,LINCOLN 440,100440,241,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,LINCOLN 440,100440,361,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,LINCOLN 440,100440,356,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,LINCOLN 440,100440,248,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,LINCOLN 440,100440,324,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,LINCOLN 440,100440,279,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,LINCOLN 440,100440,332,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,LINCOLN 440,100440,239,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,LINCOLN 440,100440,351,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,LINCOLN 440,100440,234,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,LINCOLN 440,100440,310,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,LINCOLN 440,100440,287,KP
U.S. Senator,Maria Cantwell,BIG VALLEY 441,100441,278,KP
U.S. Senator,Susan Hutchison,BIG VALLEY 441,100441,236,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,BIG VALLEY 441,100441,310,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,BIG VALLEY 441,100441,199,KP
Supreme Court - Justice Position 2,Susan Owens,BIG VALLEY 441,100441,304,KP
Supreme Court - Justice Position 8,Nathan Choi,BIG VALLEY 441,100441,134,KP
Supreme Court - Justice Position 8,Steve Gonzalez,BIG VALLEY 441,100441,248,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,BIG VALLEY 441,100441,287,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,BIG VALLEY 441,100441,280,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,BIG VALLEY 441,100441,236,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,BIG VALLEY 441,100441,248,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,BIG VALLEY 441,100441,321,KP
Kitsap County Commissioner District 3,Edward Wolfe,BIG VALLEY 441,100441,318,KP
Kitsap County Assessor,Phil Cook,BIG VALLEY 441,100441,309,KP
Kitsap County Auditor,Paul Andrews,BIG VALLEY 441,100441,258,KP
Kitsap County Auditor,Richard Huddy,BIG VALLEY 441,100441,90,KP
Kitsap County Clerk,Alison Sonntag,BIG VALLEY 441,100441,313,KP
Kitsap County Coroner,Russ Reuther,BIG VALLEY 441,100441,253,KP
Kitsap County Coroner,Jeff Wallis,BIG VALLEY 441,100441,193,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,BIG VALLEY 441,100441,310,KP
Kitsap County Sheriff,Gary L. Simpson,BIG VALLEY 441,100441,312,KP
Kitsap County Treasurer,Meredith Green,BIG VALLEY 441,100441,322,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,BIG VALLEY 441,100441,269,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,BIG VALLEY 441,100441,263,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,BIG VALLEY 441,100441,267,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,BIG VALLEY 441,100441,265,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,BIG VALLEY 441,100441,169,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,BIG VALLEY 441,100441,186,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,BIG VALLEY 441,100441,209,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,BIG VALLEY 441,100441,309,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,BIG VALLEY 441,100441,302,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,BIG VALLEY 441,100441,215,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,BIG VALLEY 441,100441,267,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,BIG VALLEY 441,100441,250,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,BIG VALLEY 441,100441,245,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,BIG VALLEY 441,100441,242,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,BIG VALLEY 441,100441,298,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,BIG VALLEY 441,100441,204,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,BIG VALLEY 441,100441,270,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,BIG VALLEY 441,100441,248,KP
U.S. Senator,Maria Cantwell,LOFALL 442,100442,515,KP
U.S. Senator,Susan Hutchison,LOFALL 442,100442,445,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,LOFALL 442,100442,587,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,LOFALL 442,100442,366,KP
Supreme Court - Justice Position 2,Susan Owens,LOFALL 442,100442,580,KP
Supreme Court - Justice Position 8,Nathan Choi,LOFALL 442,100442,225,KP
Supreme Court - Justice Position 8,Steve Gonzalez,LOFALL 442,100442,508,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,LOFALL 442,100442,562,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,LOFALL 442,100442,559,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,LOFALL 442,100442,462,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,LOFALL 442,100442,449,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,LOFALL 442,100442,637,KP
Kitsap County Commissioner District 3,Edward Wolfe,LOFALL 442,100442,602,KP
Kitsap County Assessor,Phil Cook,LOFALL 442,100442,599,KP
Kitsap County Auditor,Paul Andrews,LOFALL 442,100442,507,KP
Kitsap County Auditor,Richard Huddy,LOFALL 442,100442,177,KP
Kitsap County Clerk,Alison Sonntag,LOFALL 442,100442,605,KP
Kitsap County Coroner,Russ Reuther,LOFALL 442,100442,424,KP
Kitsap County Coroner,Jeff Wallis,LOFALL 442,100442,407,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,LOFALL 442,100442,602,KP
Kitsap County Sheriff,Gary L. Simpson,LOFALL 442,100442,605,KP
Kitsap County Treasurer,Meredith Green,LOFALL 442,100442,604,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,LOFALL 442,100442,556,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,LOFALL 442,100442,540,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,LOFALL 442,100442,545,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,LOFALL 442,100442,545,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,LOFALL 442,100442,322,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,LOFALL 442,100442,379,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,LOFALL 442,100442,376,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,LOFALL 442,100442,590,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,LOFALL 442,100442,531,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,LOFALL 442,100442,429,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,LOFALL 442,100442,525,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,LOFALL 442,100442,446,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,LOFALL 442,100442,517,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,LOFALL 442,100442,408,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,LOFALL 442,100442,554,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,LOFALL 442,100442,387,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,LOFALL 442,100442,527,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,LOFALL 442,100442,436,KP
U.S. Senator,Maria Cantwell,PEARSON 445,100445,466,KP
U.S. Senator,Susan Hutchison,PEARSON 445,100445,444,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,PEARSON 445,100445,546,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,PEARSON 445,100445,363,KP
Supreme Court - Justice Position 2,Susan Owens,PEARSON 445,100445,550,KP
Supreme Court - Justice Position 8,Nathan Choi,PEARSON 445,100445,253,KP
Supreme Court - Justice Position 8,Steve Gonzalez,PEARSON 445,100445,441,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,PEARSON 445,100445,532,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,PEARSON 445,100445,523,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,PEARSON 445,100445,404,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,PEARSON 445,100445,453,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,PEARSON 445,100445,558,KP
Kitsap County Commissioner District 3,Edward Wolfe,PEARSON 445,100445,599,KP
Kitsap County Assessor,Phil Cook,PEARSON 445,100445,581,KP
Kitsap County Auditor,Paul Andrews,PEARSON 445,100445,467,KP
Kitsap County Auditor,Richard Huddy,PEARSON 445,100445,193,KP
Kitsap County Clerk,Alison Sonntag,PEARSON 445,100445,556,KP
Kitsap County Coroner,Russ Reuther,PEARSON 445,100445,420,KP
Kitsap County Coroner,Jeff Wallis,PEARSON 445,100445,395,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,PEARSON 445,100445,549,KP
Kitsap County Sheriff,Gary L. Simpson,PEARSON 445,100445,562,KP
Kitsap County Treasurer,Meredith Green,PEARSON 445,100445,563,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,PEARSON 445,100445,528,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,PEARSON 445,100445,521,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,PEARSON 445,100445,525,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,PEARSON 445,100445,523,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,PEARSON 445,100445,318,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,PEARSON 445,100445,374,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,PEARSON 445,100445,323,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,PEARSON 445,100445,588,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,PEARSON 445,100445,552,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,PEARSON 445,100445,360,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,PEARSON 445,100445,491,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,PEARSON 445,100445,425,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,PEARSON 445,100445,454,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,PEARSON 445,100445,408,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,Yes,PEARSON 445,100445,118,KP
CENTRAL KITSAP FIRE AND RESCUE Proposition No. 1 Regular Property Tax Levy Lid-Lift for Fire &amp; Emergency Medical Services,No,PEARSON 445,100445,120,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,PEARSON 445,100445,388,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,PEARSON 445,100445,263,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,PEARSON 445,100445,506,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,PEARSON 445,100445,401,KP
U.S. Senator,Maria Cantwell,PORT GAMBLE 450,100450,403,KP
U.S. Senator,Susan Hutchison,PORT GAMBLE 450,100450,284,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,PORT GAMBLE 450,100450,436,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,PORT GAMBLE 450,100450,247,KP
Supreme Court - Justice Position 2,Susan Owens,PORT GAMBLE 450,100450,399,KP
Supreme Court - Justice Position 8,Nathan Choi,PORT GAMBLE 450,100450,169,KP
Supreme Court - Justice Position 8,Steve Gonzalez,PORT GAMBLE 450,100450,339,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,PORT GAMBLE 450,100450,395,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,PORT GAMBLE 450,100450,384,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,PORT GAMBLE 450,100450,337,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,PORT GAMBLE 450,100450,309,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,PORT GAMBLE 450,100450,446,KP
Kitsap County Commissioner District 3,Edward Wolfe,PORT GAMBLE 450,100450,376,KP
Kitsap County Assessor,Phil Cook,PORT GAMBLE 450,100450,380,KP
Kitsap County Auditor,Paul Andrews,PORT GAMBLE 450,100450,327,KP
Kitsap County Auditor,Richard Huddy,PORT GAMBLE 450,100450,180,KP
Kitsap County Clerk,Alison Sonntag,PORT GAMBLE 450,100450,447,KP
Kitsap County Coroner,Russ Reuther,PORT GAMBLE 450,100450,264,KP
Kitsap County Coroner,Jeff Wallis,PORT GAMBLE 450,100450,320,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,PORT GAMBLE 450,100450,446,KP
Kitsap County Sheriff,Gary L. Simpson,PORT GAMBLE 450,100450,450,KP
Kitsap County Treasurer,Meredith Green,PORT GAMBLE 450,100450,451,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,PORT GAMBLE 450,100450,385,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,PORT GAMBLE 450,100450,365,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,PORT GAMBLE 450,100450,377,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,PORT GAMBLE 450,100450,378,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,PORT GAMBLE 450,100450,241,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,PORT GAMBLE 450,100450,253,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,PORT GAMBLE 450,100450,314,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,PORT GAMBLE 450,100450,371,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,PORT GAMBLE 450,100450,391,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,PORT GAMBLE 450,100450,291,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,PORT GAMBLE 450,100450,415,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,PORT GAMBLE 450,100450,270,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,PORT GAMBLE 450,100450,317,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,PORT GAMBLE 450,100450,326,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,PORT GAMBLE 450,100450,376,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,PORT GAMBLE 450,100450,221,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Approved,PORT GAMBLE 450,100450,56,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Rejected,PORT GAMBLE 450,100450,18,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,PORT GAMBLE 450,100450,384,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,PORT GAMBLE 450,100450,293,KP
U.S. Senator,Maria Cantwell,STRIEBEL 453,100453,477,KP
U.S. Senator,Susan Hutchison,STRIEBEL 453,100453,319,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,STRIEBEL 453,100453,531,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,STRIEBEL 453,100453,262,KP
Supreme Court - Justice Position 2,Susan Owens,STRIEBEL 453,100453,456,KP
Supreme Court - Justice Position 8,Nathan Choi,STRIEBEL 453,100453,187,KP
Supreme Court - Justice Position 8,Steve Gonzalez,STRIEBEL 453,100453,427,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,STRIEBEL 453,100453,446,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,STRIEBEL 453,100453,441,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,STRIEBEL 453,100453,422,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,STRIEBEL 453,100453,323,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,STRIEBEL 453,100453,513,KP
Kitsap County Commissioner District 3,Edward Wolfe,STRIEBEL 453,100453,444,KP
Kitsap County Assessor,Phil Cook,STRIEBEL 453,100453,448,KP
Kitsap County Auditor,Paul Andrews,STRIEBEL 453,100453,428,KP
Kitsap County Auditor,Richard Huddy,STRIEBEL 453,100453,160,KP
Kitsap County Clerk,Alison Sonntag,STRIEBEL 453,100453,511,KP
Kitsap County Coroner,Russ Reuther,STRIEBEL 453,100453,309,KP
Kitsap County Coroner,Jeff Wallis,STRIEBEL 453,100453,384,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,STRIEBEL 453,100453,515,KP
Kitsap County Sheriff,Gary L. Simpson,STRIEBEL 453,100453,517,KP
Kitsap County Treasurer,Meredith Green,STRIEBEL 453,100453,519,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,STRIEBEL 453,100453,434,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,STRIEBEL 453,100453,417,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,STRIEBEL 453,100453,437,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,STRIEBEL 453,100453,424,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,STRIEBEL 453,100453,309,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,STRIEBEL 453,100453,284,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,STRIEBEL 453,100453,351,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,STRIEBEL 453,100453,448,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,STRIEBEL 453,100453,447,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,STRIEBEL 453,100453,355,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,STRIEBEL 453,100453,462,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,STRIEBEL 453,100453,342,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,STRIEBEL 453,100453,387,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,STRIEBEL 453,100453,387,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Approved,STRIEBEL 453,100453,558,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Rejected,STRIEBEL 453,100453,223,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,STRIEBEL 453,100453,456,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,STRIEBEL 453,100453,346,KP
U.S. Senator,Maria Cantwell,GAMBLEWOOD 454,100454,344,KP
U.S. Senator,Susan Hutchison,GAMBLEWOOD 454,100454,240,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,GAMBLEWOOD 454,100454,378,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,GAMBLEWOOD 454,100454,197,KP
Supreme Court - Justice Position 2,Susan Owens,GAMBLEWOOD 454,100454,366,KP
Supreme Court - Justice Position 8,Nathan Choi,GAMBLEWOOD 454,100454,151,KP
Supreme Court - Justice Position 8,Steve Gonzalez,GAMBLEWOOD 454,100454,267,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,GAMBLEWOOD 454,100454,358,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,GAMBLEWOOD 454,100454,361,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,GAMBLEWOOD 454,100454,281,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,GAMBLEWOOD 454,100454,271,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,GAMBLEWOOD 454,100454,390,KP
Kitsap County Commissioner District 3,Edward Wolfe,GAMBLEWOOD 454,100454,344,KP
Kitsap County Assessor,Phil Cook,GAMBLEWOOD 454,100454,336,KP
Kitsap County Auditor,Paul Andrews,GAMBLEWOOD 454,100454,316,KP
Kitsap County Auditor,Richard Huddy,GAMBLEWOOD 454,100454,118,KP
Kitsap County Clerk,Alison Sonntag,GAMBLEWOOD 454,100454,386,KP
Kitsap County Coroner,Russ Reuther,GAMBLEWOOD 454,100454,220,KP
Kitsap County Coroner,Jeff Wallis,GAMBLEWOOD 454,100454,279,KP
Kitsap County Prosecuting Attorney,Chad M. Enright,GAMBLEWOOD 454,100454,386,KP
Kitsap County Sheriff,Gary L. Simpson,GAMBLEWOOD 454,100454,391,KP
Kitsap County Treasurer,Meredith Green,GAMBLEWOOD 454,100454,394,KP
DISTRICT COURT District Court Judge Department 1,Claire A. Bradley,GAMBLEWOOD 454,100454,360,KP
DISTRICT COURT District Court Judge Department 2,Jeffrey J. Jahns,GAMBLEWOOD 454,100454,353,KP
DISTRICT COURT District Court Judge Department 3,Marilyn Paja,GAMBLEWOOD 454,100454,352,KP
DISTRICT COURT District Court Judge Department 4,Kevin P. Kelly,GAMBLEWOOD 454,100454,344,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Heather Pauley,GAMBLEWOOD 454,100454,237,KP
PUBLIC UTILITY DISTRICT NO. 1 Commissioner District 3,Nate Andrews,GAMBLEWOOD 454,100454,206,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,Yes,GAMBLEWOOD 454,100454,253,KP
Initiative Measure No. 1631 Initiative Measure No. 1631 concerns pollution.,No,GAMBLEWOOD 454,100454,332,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,Yes,GAMBLEWOOD 454,100454,329,KP
Initiative Measure No. 1634 Initiative Measure No. 1634 concerns taxation of certain items intended for human consumption. ,No,GAMBLEWOOD 454,100454,257,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,Yes,GAMBLEWOOD 454,100454,318,KP
Initiative Measure No. 1639 Initiative Measure No. 1639 concerns firearms.,No,GAMBLEWOOD 454,100454,272,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Repealed,GAMBLEWOOD 454,100454,295,KP
Advisory Vote No. 19 Engrossed Second Substitute Senate Bill 6269,Maintained,GAMBLEWOOD 454,100454,265,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,Yes,GAMBLEWOOD 454,100454,41,KP
KITSAP COUNTY FIRE DISTRICT NO. 18 Proposition No. 1 Regular Property Tax Levy Lid Lift for Fire Protection &amp; Emergency Medical Services,No,GAMBLEWOOD 454,100454,43,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Approved,GAMBLEWOOD 454,100454,343,KP
NORTH KITSAP FIRE AND RESCUE Proposition No. 1 Four Year Excess Levy for Maintenance and Operations,Rejected,GAMBLEWOOD 454,100454,143,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,Yes,GAMBLEWOOD 454,100454,348,KP
Initiative to the Legislature 940 Initiative Measure No. 940 concerns law enforcement.,No,GAMBLEWOOD 454,100454,239,KP
U.S. Senator,Maria Cantwell,SCANDIA 455,100455,360,KP
U.S. Senator,Susan Hutchison,SCANDIA 455,100455,388,KP
Congressional District 6 - U.S. Representative,Derek Kilmer,SCANDIA 455,100455,412,KP
Congressional District 6 - U.S. Representative,Douglas Dightman,SCANDIA 455,100455,328,KP
Supreme Court - Justice Position 2,Susan Owens,SCANDIA 455,100455,456,KP
Supreme Court - Justice Position 8,Nathan Choi,SCANDIA 455,100455,204,KP
Supreme Court - Justice Position 8,Steve Gonzalez,SCANDIA 455,100455,344,KP
Supreme Court - Justice Position 9,Sheryl Gordon McCloud,SCANDIA 455,100455,432,KP
"Court of Appeals, Division 2, District 2 - Judge Position 2",Rebecca Glasgow,SCANDIA 455,100455,435,KP
Legislative District 23 - State Representative Pos. 1,Sherry V. Appleton,SCANDIA 455,100455,315,KP
Legislative District 23 - State Representative Pos. 1,Becky Erickson,SCANDIA 455,100455,377,KP
Legislative District 23 - State Representative Pos. 2,Drew Hansen,SCANDIA 455,100455,464,KP
Kitsap County Commissioner District 3,Edward Wolfe,SCANDIA 455,100455,474,KP
